Syl : Freq_in_tokens : Freq_in_corpus
पअंतअ : 3 : 3052
पअनई : 3 : 3669
रईलअ : 3 : 3684
सअतओ : 3 : 3296
पअणआ : 3 : 2911
कआळआ : 3 : 3716
ळआतअ : 3 : 3197
उमए : 3 : 3781
दअवआ : 3 : 3756
सतआनअ : 3 : 3213
खअरए : 3 : 3689
शइवआ : 3 : 4423
उतपआ : 3 : 3703
ओळअ : 3 : 2975
एशअ : 3 : 4490
रउनअ : 3 : 3212
कइतई : 3 : 2589
जअनआ : 3 : 2731
परअकरइ : 3 : 2683
आघआ : 3 : 2465
घआडई : 3 : 2465
डअळअ : 3 : 2456
सअंबअं : 3 : 4912
अँकअ : 3 : 2660
सअदआ : 3 : 2256
खआनअ : 3 : 2286
एटअ : 3 : 2514
अनअ : 3 : 2451
वआडई : 3 : 2272
शअरई : 3 : 2337
धयअमआ : 3 : 2234
अभयआ : 3 : 2466
रओगअ : 3 : 2263
तइनइ : 3 : 2364
नइधई : 3 : 3789
बआरअ : 3 : 2343
रअदआ : 3 : 2198
गअलई : 3 : 3896
रअदअ : 3 : 2361
फओनअ : 3 : 2364
कएटअ : 3 : 2529
वअयअ : 3 : 2545
आपआ : 3 : 2001
रआवआ : 3 : 2168
ळअतअ : 3 : 2324
धअकआ : 3 : 2112
दवआरए : 3 : 2269
दइलयआ : 3 : 2297
रगअतअ : 3 : 2152
सइदधअ : 3 : 3075
अंडइ : 3 : 2128
ढअतअ : 3 : 2428
जइलहयआ : 3 : 3660
लउकयआ : 3 : 2638
जञआनअ : 3 : 3008
यआमअ : 3 : 2196
तआवअ : 3 : 2094
शइअं : 3 : 1631
अंदए : 3 : 2353
नआमअ : 3 : 1815
हअरआ : 3 : 3149
शआसतरअ : 3 : 1887
जअकआ : 3 : 2068
बऐठअ : 3 : 2902
रअकतअ : 3 : 1641
वइशवअ : 3 : 2021
शएवअ : 3 : 2518
दअरभआ : 3 : 1861
पईठअ : 3 : 1691
ऊसअ : 3 : 2126
उदयओ : 3 : 1839
सअंरअ : 3 : 1553
अंडई : 3 : 1858
णअतआ : 3 : 2607
उतअ : 3 : 1686
कअपअ : 3 : 2232
तइहआ : 3 : 2087
हआसअ : 3 : 1489
उलअ : 3 : 2537
लअटअ : 3 : 1517
अरथआ : 3 : 2068
तअळअ : 3 : 1856
नयआयअ : 3 : 1875
सओमअ : 3 : 1840
मअतए : 3 : 1502
नओकअ : 3 : 1526
सअरवओ : 3 : 2045
सअंगई : 3 : 1875
गईतअ : 3 : 1929
मअनयआ : 3 : 1934
कओणई : 3 : 1879
रथयआअं : 3 : 2406
भआऊ : 3 : 1381
करअमआ : 3 : 2151
कओरअ : 3 : 1482
वइवआ : 3 : 2418
अजइ : 3 : 1689
तरअणअ : 3 : 1408
गअतई : 3 : 1968
शउकरअ : 3 : 1518
यआचयआ : 3 : 1895
वईरअ : 3 : 1448
तअथआ : 3 : 1566
पअदधअ : 3 : 2800
ळअवआ : 3 : 1505
हआवइ : 3 : 1574
डइओ : 3 : 1372
नअहई : 3 : 1881
मउलअ : 3 : 2450
लअगआ : 3 : 1506
शइषटअ : 3 : 1281
अंदउ : 3 : 1785
पअरयअ : 3 : 1893
जअरआ : 3 : 2417
जआगअ : 3 : 1742
मअंतरअ : 3 : 1314
डएलअ : 3 : 1404
डअलई : 3 : 2090
ऑनअ : 3 : 2594
लआई : 3 : 1657
रआरअ : 3 : 1359
डअलआ : 3 : 1544
वअहआ : 3 : 1258
डअयअ : 3 : 1316
शआळए : 3 : 1803
मआरगआ : 3 : 1631
खअडअ : 3 : 1647
नअतए : 3 : 1627
कउठए : 3 : 1427
गअळए : 3 : 2105
कआनअ : 3 : 1986
सअरगअ : 3 : 1327
जअवआ : 3 : 1249
मआलइ : 3 : 1962
सआजअ : 3 : 1481
परइयअ : 3 : 1760
अपए : 3 : 1682
हअजअ : 3 : 1610
घएतआ : 3 : 1577
हअतआ : 3 : 1619
दऋषटई : 3 : 1423
दआहअ : 3 : 1966
रइयआ : 3 : 1333
हआतआ : 3 : 1490
वइरआ : 3 : 1142
रअपऊ : 3 : 1305
अंशई : 3 : 1544
अलअ : 3 : 1436
णअसआ : 3 : 1335
सवअचछअ : 3 : 1678
पअहआ : 3 : 1708
गअवए : 3 : 1363
नआरआ : 3 : 1817
लअरअ : 3 : 1490
टइकअ : 3 : 1091
तइरइ : 3 : 1884
ईटअ : 3 : 1841
मअलअ : 3 : 1302
दउकआ : 3 : 1319
टरओलअ : 3 : 1154
मऊलयअ : 3 : 1071
टअपअ : 3 : 1248
पअडए : 3 : 1202
अंबए : 3 : 1188
जअरई : 3 : 1373
बआळअ : 3 : 1413
थअकअ : 3 : 1584
चओरअ : 3 : 1072
गउनहए : 3 : 1357
मआयअ : 3 : 1222
मइनई : 3 : 1476
नइरई : 3 : 1311
लएटअ : 3 : 1166
तकआरअ : 3 : 1285
गआतई : 3 : 1852
दइवआ : 3 : 1949
धयअमअ : 3 : 1327
कऊनअ : 3 : 1483
भआअं : 3 : 1344
वअणए : 3 : 1406
तउकअ : 3 : 1413
गरअसतअ : 3 : 1405
कअदअ : 3 : 1655
नइमइ : 3 : 1745
पओरटअ : 3 : 1244
ईवअ : 3 : 1106
सआगअ : 3 : 1085
कओकअ : 3 : 1208
कअणअ : 3 : 1342
कअचअ : 3 : 1567
रईकअ : 3 : 1270
डअचअ : 3 : 1432
चअणई : 3 : 1675
यउवअ : 3 : 1109
पअनए : 3 : 1133
बआतअ : 3 : 1610
नएतऋ : 3 : 1289
कआलआ : 3 : 1431
वअधई : 3 : 1464
हअतअ : 3 : 1523
शमईरअ : 3 : 1200
बअवअ : 3 : 919
भअवइ : 3 : 1291
अंदई : 3 : 1666
यआचइ : 3 : 1398
सअकई : 3 : 1177
नआमआ : 3 : 1350
मऋतअ : 3 : 1739
बअडअ : 3 : 969
रवअसआ : 3 : 1142
बआबआ : 3 : 1275
आदइ : 3 : 1600
मअंतरयआ : 3 : 1647
तरयआअं : 3 : 1647
ऍपअ : 3 : 1348
सटअरअ : 3 : 1318
दएतआ : 3 : 1817
परएकषअ : 3 : 1219
रगअदअ : 3 : 1154
चयआकअ : 3 : 1322
वआतई : 3 : 1354
रआगअ : 3 : 883
कआगअ : 3 : 1071
गअदअ : 3 : 1071
अंशअ : 3 : 1650
अंपऊ : 3 : 1445
गउरऊ : 3 : 910
डईलअ : 3 : 1295
परअसआ : 3 : 1348
लआइ : 3 : 1041
यअमइ : 3 : 862
सअलअ : 3 : 1429
सअंभआ : 3 : 1080
भआजई : 3 : 1235
इलए : 3 : 984
नइयआ : 3 : 1056
दइगदअ : 3 : 1037
वअलयआ : 3 : 962
वआचआ : 3 : 1015
णअणयआ : 3 : 1202
ठअरआ : 3 : 899
कअरयआ : 3 : 978
मअरथअ : 3 : 1308
फएरई : 3 : 1209
वअणआ : 3 : 864
टवइटअ : 3 : 1089
सथआअं : 3 : 1070
कऋषणअ : 3 : 925
अतयआ : 3 : 882
वएतअ : 3 : 1060
थऊनअ : 3 : 1015
णआवअ : 3 : 1285
वयआपआ : 3 : 1147
दअनआ : 3 : 881
वइजए : 3 : 857
चआवअ : 3 : 956
पअरए : 3 : 987
तअचअ : 3 : 1483
अंतरइ : 3 : 843
तरइकअ : 3 : 841
सफओटअ : 3 : 939
षअकअ : 3 : 885
नअयअ : 3 : 789
सऐनइ : 3 : 847
परअतई : 3 : 1086
हअळऊ : 3 : 1228
रयअकआ : 3 : 863
अकषअ : 3 : 1197
सकअरअ : 3 : 917
नअवए : 3 : 943
नआतए : 3 : 909
सटइकअ : 3 : 861
पअचअ : 3 : 747
वआनए : 3 : 884
मअचए : 3 : 1063
टअवअ : 3 : 904
रअंजअ : 3 : 1036
चआऱयआ : 3 : 832
अरधअ : 3 : 884
सअंशअ : 3 : 1073
उदअ : 3 : 1172
सअंसअ : 3 : 964
मअरयआ : 3 : 965
आरआ : 3 : 887
जअणआ : 3 : 1058
मअचआ : 3 : 1055
दईअं : 3 : 970
गइकअ : 3 : 1042
दआधइ : 3 : 773
मअरअ : 3 : 1198
रअळअ : 3 : 1132
लअंडअ : 3 : 943
णयआपऊ : 3 : 799
सअततए : 3 : 1079
भएतअ : 3 : 909
जअळअ : 3 : 963
यउनइ : 3 : 748
सअंखयए : 3 : 858
रअलई : 3 : 1055
यआनअ : 3 : 653
सआहअ : 3 : 805
सओहअ : 3 : 1065
जयआअं : 3 : 964
मऐदआ : 3 : 1183
कअसअं : 3 : 1006
टअयअ : 3 : 693
यअटई : 3 : 754
कअणआ : 3 : 859
वअलअ : 3 : 1046
रतअनअ : 3 : 772
वआसतअ : 3 : 934
लइतअ : 3 : 747
रआठअ : 3 : 863
फअसअ : 3 : 696
मउखयआ : 3 : 775
रइवअ : 3 : 726
पउरए : 3 : 892
तरइतअ : 3 : 696
डओळयआ : 3 : 816
कऍमए : 3 : 611
लअषकअ : 3 : 992
सईबई : 3 : 917
नअतअ : 3 : 978
हआययअ : 3 : 679
मओहइ : 3 : 767
पओषअ : 3 : 753
भइमआ : 3 : 830
नइवऋ : 3 : 757
बआयअ : 3 : 869
भअगअ : 3 : 839
हआलअ : 3 : 740
वएबअ : 3 : 785
तआचअ : 3 : 797
ळअतआ : 3 : 906
डओकयआ : 3 : 831
रजअनअ : 3 : 796
षअटअ : 3 : 771
मअणअ : 3 : 686
नअशई : 3 : 659
कअडआ : 3 : 747
लआचअ : 3 : 559
तअहअ : 3 : 551
उनहआ : 3 : 839
वअरधअ : 3 : 681
रधअनअ : 3 : 681
दईरघअ : 3 : 553
गअटआ : 3 : 624
सअंपआ : 3 : 659
नआकअ : 3 : 617
सईसई : 3 : 875
वअळई : 3 : 682
कअनए : 3 : 844
वआरआ : 3 : 628
बअरई : 3 : 801
ओवहअ : 3 : 747
डअरअ : 3 : 518
रवअकअ : 3 : 685
धआरए : 3 : 495
पआपअ : 3 : 607
मअधउ : 3 : 716
पआई : 3 : 630
पईठआ : 3 : 689
बअहइ : 3 : 536
अंबइ : 3 : 780
शरअदधआ : 3 : 526
टअलई : 3 : 638
ळईतअ : 3 : 608
वआनआ : 3 : 654
हअटअ : 3 : 519
बओधअ : 3 : 695
मएलअ : 3 : 669
लअंबअ : 3 : 631
सथआपइ : 3 : 584
पइतअ : 3 : 584
टआरअ : 3 : 605
गउलआ : 3 : 676
हइलअं : 3 : 589
तअळआ : 3 : 635
फअलअ : 3 : 487
नआशअ : 3 : 714
लआतअ : 3 : 633
वयआसअ : 3 : 565
चइकअ : 3 : 621
वअढए : 3 : 649
रउअं : 3 : 609
रअकई : 3 : 520
लअणयआ : 3 : 681
उजअ : 3 : 473
दयआवअ : 3 : 584
तएअं : 3 : 640
खअटअ : 3 : 604
नआरअ : 3 : 514
वअतआ : 3 : 561
शरअमअ : 3 : 588
यअबअ : 3 : 513
टअलयआ : 3 : 519
तइषठआ : 3 : 624
अकआ : 3 : 537
अवइ : 3 : 447
वआहइ : 3 : 444
डअगआ : 3 : 468
टअणअ : 3 : 516
डआळअ : 3 : 570
जइलहअ : 3 : 411
नअदआ : 3 : 462
ठआवअ : 3 : 485
मअआ : 3 : 473
वअणउ : 3 : 469
पआठई : 3 : 453
अयओ : 3 : 491
रअपअ : 3 : 373
वअसतउ : 3 : 469
लओडअ : 3 : 394
कषअलअ : 3 : 398
नअवइ : 3 : 434
सअकअ : 3 : 375
कएशअ : 3 : 419
हओतई : 2 : 13767
आतआ : 2 : 12140
नएकअ : 2 : 12094
सउरऊ : 2 : 10063
दओनअ : 2 : 9520
तअसए : 2 : 9695
हइतई : 2 : 8944
हओतअ : 2 : 8661
आसआ : 2 : 7395
तयआचयआ : 2 : 7219
दइलई : 2 : 7337
णअजए : 2 : 7602
हअजआ : 2 : 7174
ईतअ : 2 : 7738
दअलअ : 2 : 7302
थईलअ : 2 : 6121
मअधई : 2 : 6041
धईलअ : 2 : 6041
रअमयआ : 2 : 5989
मयआनअ : 2 : 5989
तअयआ : 2 : 7023
यआरअ : 2 : 5639
परअशनअ : 2 : 5633
मअलआ : 2 : 5621
यएतअ : 2 : 5629
गएलयआ : 2 : 5192
लआखअ : 2 : 5429
वएळअ : 2 : 4964
दइलआ : 2 : 5110
पओलई : 2 : 4668
तएवहआ : 2 : 4677
घएऊ : 2 : 5317
कअतए : 2 : 4576
यआवए : 2 : 4697
खएळअ : 2 : 4259
तयआनअं : 2 : 4360
पउढए : 2 : 4421
गएलए : 2 : 4235
पआचअ : 2 : 3931
उनअ : 2 : 3750
खऊपअ : 2 : 4066
यओगयअ : 2 : 3605
वइजअ : 2 : 3968
पअयए : 2 : 3719
ठआकअ : 2 : 3457
टअककए : 2 : 3386
तयआचआ : 2 : 3729
जआगआ : 2 : 3375
हओऊ : 2 : 4815
सपअषटअ : 2 : 3245
मअधऊ : 2 : 3363
सएवआ : 2 : 3084
इसअ : 2 : 3228
तयआनए : 2 : 3464
णआमअ : 2 : 3054
रयअकरअ : 2 : 3534
जआऊ : 2 : 4275
रओधआ : 2 : 3118
धआतअ : 2 : 3118
वअरषअ : 2 : 3239
णअतयआ : 2 : 3622
रउणअ : 2 : 3231
तअपरअ : 2 : 2809
परअधआ : 2 : 2809
गअलए : 2 : 4738
कएलअं : 2 : 2915
रअनए : 2 : 3420
अंदओ : 2 : 2904
दओलअ : 2 : 2904
गअदई : 2 : 2690
मएदअ : 2 : 3573
परअवए : 2 : 2723
अंधई : 2 : 2649
पआकइ : 2 : 2891
कइसतआ : 2 : 2891
जअणअ : 2 : 2723
रआतरई : 2 : 2769
दएतअ : 2 : 3126
वअरऊ : 2 : 3550
टअलए : 2 : 2857
अटअ : 2 : 2937
धअरमअ : 2 : 2698
मआणआ : 2 : 2875
मअचयआ : 2 : 4027
दऊरअ : 2 : 2404
सअंखयआ : 2 : 2697
षअयअ : 2 : 2570
कउमआ : 2 : 2362
ळअखअ : 2 : 2743
रआषटरई : 2 : 3401
षटरईयअ : 2 : 3401
परअथअ : 2 : 2614
थअमअ : 2 : 2614
नओअं : 2 : 2915
लअगनअ : 2 : 2383
सआहइ : 2 : 2343
मअंदइ : 2 : 2592
कअरउ : 2 : 2957
धआवअ : 2 : 2239
जआतआ : 2 : 2384
रअतए : 2 : 2347
वएळआ : 2 : 2311
मइतरअ : 2 : 2221
एतअ : 2 : 2247
इमअ : 2 : 2300
धइतअ : 2 : 2177
सउमआ : 2 : 3029
मआरए : 2 : 2150
कअरजअ : 2 : 2627
उघअ : 2 : 2394
आशई : 2 : 2141
तयआवअ : 2 : 2096
पअलआ : 2 : 2653
तअपआ : 2 : 2890
तरअकआ : 2 : 2088
रआवई : 2 : 2108
रइसथइ : 2 : 2736
वइरउ : 2 : 2018
भयआसअ : 2 : 2309
कअसआ : 2 : 3052
रअतओ : 2 : 2104
पअरयआ : 2 : 2678
तउमहआ : 2 : 1993
महआलआ : 2 : 3324
गअटअ : 2 : 1926
थआअं : 2 : 1904
फअडअ : 2 : 2037
डअणअ : 2 : 2091
णअवई : 2 : 1998
वईसअ : 2 : 2115
जओरअ : 2 : 2455
ऑफअ : 2 : 2141
सइनए : 2 : 2247
नएमआ : 2 : 2247
आकआ : 2 : 2378
चऔकअ : 2 : 2756
कअशई : 2 : 2670
मअनआ : 2 : 3075
लआगऊ : 2 : 2028
शअरअ : 2 : 1867
रआवए : 2 : 2008
करइकए : 2 : 2016
कईतअ : 2 : 2647
अखए : 2 : 1893
जइकअ : 2 : 1826
घओषअ : 2 : 1847
षअणआ : 2 : 1847
आऊ : 2 : 1865
अनयअ : 2 : 2163
आगअ : 2 : 2000
डऑकटअ : 2 : 1971
बअंदई : 2 : 1899
ककअमअ : 2 : 1812
रअखए : 2 : 1955
ळआलए : 2 : 2107
पओहओ : 2 : 1879
हओचअ : 2 : 1879
पउसतअ : 2 : 1960
सअऱयआ : 2 : 2066
दएऊ : 2 : 2787
ओरअ : 2 : 1795
दआरथअ : 2 : 1721
रओपई : 2 : 1856
रयआलअ : 2 : 2321
यओजइ : 2 : 1704
शआळआ : 2 : 2267
नइकआ : 2 : 1682
दअहआ : 2 : 1879
नइशचइ : 2 : 1630
शचइतअ : 2 : 1630
दइनअ : 2 : 1749
तअकरआ : 2 : 2310
हअभआ : 2 : 2267
आमहआ : 2 : 1736
ततअमअ : 2 : 2180
आलअ : 2 : 2378
नअवयआ : 2 : 1970
रअखयआ : 2 : 1652
कएसअ : 2 : 1656
यआनए : 2 : 2286
जअखअ : 2 : 1762
दइसऊ : 2 : 1848
वआतआ : 2 : 1795
कआढऊ : 2 : 1640
पइकअ : 2 : 1522
चआरई : 2 : 1511
खएळआ : 2 : 1627
ळआडऊ : 2 : 1627
पअघआ : 2 : 1858
कअथआ : 2 : 1523
पआडअ : 2 : 1492
एफअ : 2 : 1487
नअदई : 2 : 1489
आढअ : 2 : 1701
ढअळअ : 2 : 1701
चईनअ : 2 : 1917
कषएतरआ : 2 : 2024
तरआतअ : 2 : 1475
धआवआ : 2 : 1755
यअदयआ : 2 : 1533
सउटअ : 2 : 1728
शअसवई : 2 : 1452
ळअजई : 2 : 1625
जअबआ : 2 : 1863
वअनआ : 2 : 1864
रआखअ : 2 : 1553
झओपअ : 2 : 1485
रभआतअ : 2 : 1662
दयआपई : 2 : 1541
परअसतआ : 2 : 1544
कओलहआ : 2 : 1490
आनउ : 2 : 2004
पआऊ : 2 : 1918
नआटअ : 2 : 1476
इशअ : 2 : 1544
दयओगअ : 2 : 1435
शआतई : 2 : 1526
लआलअ : 2 : 1418
बआगअ : 2 : 1411
हअणआ : 2 : 1521
वएअं : 2 : 1366
आवहआ : 2 : 1431
लयआचआ : 2 : 1723
इमआ : 2 : 1803
रअसए : 2 : 1419
इतइ : 2 : 1491
भआषआ : 2 : 1388
सपअरधए : 2 : 2058
सआखअ : 2 : 1544
उडअ : 2 : 1699
रणअपअ : 2 : 1410
सतयआवअ : 2 : 1424
गरआहअ : 2 : 1797
यअदआ : 2 : 2334
आपऊ : 2 : 1522
रथआतअ : 2 : 1755
पअरकअ : 2 : 1310
सऊचअ : 2 : 1334
यअंदआ : 2 : 1599
मओबआ : 2 : 1662
वहएअं : 2 : 1326
कअलयआ : 2 : 1361
रअरआ : 2 : 1417
रओडअ : 2 : 1433
डआवअ : 2 : 1465
नयआतअ : 2 : 2345
यएतआ : 2 : 1402
टअलअं : 2 : 1494
यएऊ : 2 : 2303
यअचअं : 2 : 1465
फउटअ : 2 : 1607
हअललआ : 2 : 1343
णआलई : 2 : 1507
गअणए : 2 : 1598
अंतइ : 2 : 1279
तइमअ : 2 : 1278
गआवआ : 2 : 1740
जऊलआ : 2 : 1253
ढअणयआ : 2 : 1525
तओअं : 2 : 1412
ठएवआ : 2 : 1348
लपअनआ : 2 : 1649
जअपआ : 2 : 1665
वयआवअ : 2 : 1263
यइकअ : 2 : 1225
खअरअं : 2 : 1387
पआहऊ : 2 : 1752
णअतअ : 2 : 1301
लयआचअं : 2 : 1299
नइयअं : 2 : 1288
सआरवअ : 2 : 1265
एकसअ : 2 : 1286
ठआणयआ : 2 : 1561
अजऊ : 2 : 2130
वअजअ : 2 : 1568
करअवआ : 2 : 1370
ओपअ : 2 : 1375
यउतई : 2 : 1350
उमअ : 2 : 1496
दधअतई : 2 : 2077
दउपआ : 2 : 1300
पआरई : 2 : 1543
घएणआ : 2 : 1231
आजआ : 2 : 1331
दयआलअ : 2 : 1290
पअंचअ : 2 : 1482
सअंसथए : 2 : 1354
सअचइ : 2 : 1874
ळअपआ : 2 : 1197
बउधअ : 2 : 1286
धअवआ : 2 : 1286
रअचयआ : 2 : 1908
जआणअ : 2 : 1384
रयअटअ : 2 : 1744
सआठअ : 2 : 1143
गउजअ : 2 : 1149
मईटअ : 2 : 1647
पओसटअ : 2 : 1298
गअतइ : 2 : 1106
जऊरअ : 2 : 1133
हअवए : 2 : 1290
असओ : 2 : 1343
इशआ : 2 : 1198
पआरशवअ : 2 : 1173
रशवअभऊ : 2 : 1173
रआसअ : 2 : 1632
नअलआ : 2 : 1603
शअनइ : 2 : 1334
खआतयआ : 2 : 1433
तअलअं : 2 : 1341
कइलओ : 2 : 1608
रअलआ : 2 : 1559
अमइ : 2 : 1274
नअसए : 2 : 1678
वअठआ : 2 : 1337
एजअ : 2 : 1116
ठअकई : 2 : 1565
धईचअ : 2 : 1474
ळएतअ : 2 : 1374
पओटअ : 2 : 1096
रगआवअ : 2 : 1373
परअशइ : 2 : 1328
कआपअ : 2 : 1314
पअयओ : 2 : 1084
नइसअ : 2 : 1254
परअयओ : 2 : 1138
यउदधअ : 2 : 1060
रआजआ : 2 : 1139
तमअहअ : 2 : 1183
कअपरइ : 2 : 1158
वऐदयअ : 2 : 1170
अंमउ : 2 : 1439
पअटआ : 2 : 1253
तईवरअ : 2 : 1123
नअलए : 2 : 1396
जएवअ : 2 : 1127
तआरआ : 2 : 1140
मईनअ : 2 : 1257
लऊनअ : 2 : 1161
सवअतअं : 2 : 1097
मइकअ : 2 : 1209
सअंशओ : 2 : 1152
पउणयआ : 2 : 1582
मउदरअ : 2 : 1000
बआजई : 2 : 1061
धअककआ : 2 : 1572
गआमई : 2 : 1038
फऑरमअ : 2 : 1048
ऊलअ : 2 : 1494
हअसअ : 2 : 1198
यउषयअ : 2 : 1011
नइरअ : 2 : 991
सअरयआ : 2 : 1020
यआदई : 2 : 1392
सअललआ : 2 : 1128
पअमआ : 2 : 1148
धउनइ : 2 : 1040
सअतअं : 2 : 1028
ऑसटरए : 2 : 994
सटरएलइ : 2 : 994
लइयआ : 2 : 1338
कअशआ : 2 : 1493
हआपऔ : 2 : 1009
पऔरअ : 2 : 1009
बअजआ : 2 : 1546
सओनअ : 2 : 996
तअरफए : 2 : 1159
ढअलए : 2 : 1387
आहआ : 2 : 1281
तअळई : 2 : 1485
सअंसकऋ : 2 : 1009
रएलअ : 2 : 1215
णअतई : 2 : 1170
तईहई : 2 : 1147
नइयओ : 2 : 985
नअककई : 2 : 1456
कअरइ : 2 : 1067
शइफआ : 2 : 961
ऊकअ : 2 : 959
पआहआ : 2 : 1374
मओजअ : 2 : 1044
बएडअ : 2 : 1361
रआतमअ : 2 : 1141
कअरणअ : 2 : 987
सऊरयअ : 2 : 920
मअजऊ : 2 : 933
तसआहअ : 2 : 1185
ईमअ : 2 : 972
सअलई : 2 : 992
बआळआ : 2 : 1443
सओलआ : 2 : 898
नअवआ : 2 : 965
दअगअ : 2 : 1024
परअदअ : 2 : 1357
उदयआ : 2 : 1073
वआघअ : 2 : 899
मईडइ : 2 : 1517
तयअकषअ : 2 : 915
जअमइ : 2 : 1139
उललए : 2 : 963
ललएखअ : 2 : 963
रअशइ : 2 : 1551
ऊटअ : 2 : 972
वआळई : 2 : 918
शएखअ : 2 : 918
फओडअ : 2 : 979
शइयअ : 2 : 867
भआवई : 2 : 960
आधइ : 2 : 1158
मआतई : 2 : 953
यअंकआ : 2 : 993
मइततअ : 2 : 1183
रअहआ : 2 : 1522
सउनआ : 2 : 1173
सआवअं : 2 : 960
वअरउ : 2 : 1084
वआमआ : 2 : 991
धओकआ : 2 : 1280
नइरदए : 2 : 969
नइलअ : 2 : 866
कआशमई : 2 : 1010
सऊतरअ : 2 : 848
कअरतए : 2 : 1009
नएचए : 2 : 1079
ठएवऊ : 2 : 959
षयआतअ : 2 : 1329
सअंचअ : 2 : 1438
नएतआ : 2 : 1208
रअजए : 2 : 863
ळआलयआ : 2 : 879
बअरए : 2 : 1008
घआटअ : 2 : 840
अंगरअ : 2 : 895
गअतओ : 2 : 1026
जआयअ : 2 : 1006
टईवहई : 2 : 1019
बआकई : 2 : 949
इडअ : 2 : 1047
तअसअं : 2 : 1102
ठआरअ : 2 : 831
यएणयआ : 2 : 1019
वआगअ : 2 : 841
जईनआ : 2 : 831
तइमआ : 2 : 799
वऊडअ : 2 : 901
डअबअ : 2 : 823
कऑलअ : 2 : 966
धअडअ : 2 : 886
मआधआ : 2 : 840
बउकअ : 2 : 1114
डओअं : 2 : 966
हअललयआ : 2 : 971
रअहअ : 2 : 869
धआरइ : 2 : 911
कउणआ : 2 : 1106
मअंतरआ : 2 : 851
तरआलअ : 2 : 851
कओलअ : 2 : 914
वआडअ : 2 : 1200
धअळअ : 2 : 888
अंतआ : 2 : 883
ळअगआ : 2 : 1059
छअतरअ : 2 : 821
वइषटअ : 2 : 815
नआनए : 2 : 1283
तअडई : 2 : 777
शआहअ : 2 : 872
तअकए : 2 : 876
णअकअ : 2 : 908
णइकअ : 2 : 1072
इवहअ : 2 : 898
चएअं : 2 : 939
अंडऊ : 2 : 939
दएहअ : 2 : 969
चआकई : 2 : 767
एअ : 2 : 756
जआगए : 2 : 1035
कषअकआ : 2 : 906
डअलयआ : 2 : 904
रऊवआ : 2 : 808
हऋदअ : 2 : 765
शअसतरअ : 2 : 965
भओसअ : 2 : 763
तआनए : 2 : 891
आशचअ : 2 : 882
शचअरयअ : 2 : 882
कअवइ : 2 : 831
सवअरऊ : 2 : 1266
मएकआ : 2 : 995
पओहअ : 2 : 866
रअलअ : 2 : 913
सतअरअ : 2 : 938
लअनए : 2 : 806
नएतअ : 2 : 917
अंजइ : 2 : 763
टअपपयआ : 2 : 1098
नइटअ : 2 : 1067
ळअवऊ : 2 : 802
गअळई : 2 : 1069
वएलअ : 2 : 870
वइलई : 2 : 768
नअजअ : 2 : 855
तअकई : 2 : 792
हअततवअ : 2 : 933
रऊपआ : 2 : 830
दउरउ : 2 : 791
चउकई : 2 : 865
नआकआ : 2 : 727
डआयअ : 2 : 728
दऋशयअ : 2 : 739
लअमआ : 2 : 818
गउपतअ : 2 : 755
मआफई : 2 : 915
अंगए : 2 : 756
कओळअ : 2 : 920
अजअ : 2 : 962
नइतई : 2 : 759
हउतआ : 2 : 702
सउरए : 2 : 767
वयअतइ : 2 : 1030
चइनहअ : 2 : 734
गदअरशअ : 2 : 851
दआसअ : 2 : 977
अंभआ : 2 : 777
सओयअ : 2 : 786
गआजअ : 2 : 722
परअगअ : 2 : 830
पएकषइ : 2 : 723
मआळअ : 2 : 770
सअटई : 2 : 969
ऍडअ : 2 : 905
मऊरतई : 2 : 862
हआमआ : 2 : 1006
खअतअ : 2 : 1104
धइकऋ : 2 : 910
दअरभअ : 2 : 987
टअककयआ : 2 : 730
ककयआअं : 2 : 730
तकऋषटअ : 2 : 800
धआनयअ : 2 : 962
जअसए : 2 : 712
लईअं : 2 : 772
भआपअ : 2 : 695
चआचअ : 2 : 753
नइयउ : 2 : 883
खओरअ : 2 : 857
सआलअ : 2 : 961
दअतई : 2 : 1121
आकरअ : 2 : 724
फअलअं : 2 : 916
मअंजउ : 2 : 699
सटआरअ : 2 : 674
चअरचए : 2 : 1114
वअडयआ : 2 : 923
दआबअ : 2 : 742
ढअलई : 2 : 916
अंपऐ : 2 : 877
गआचयआ : 2 : 755
खओलई : 2 : 851
कअडई : 2 : 735
मअनउ : 2 : 691
नउषयअ : 2 : 691
भइअं : 2 : 798
पअटऊ : 2 : 856
हअंगआ : 2 : 850
वआदयआ : 2 : 699
सऊलअ : 2 : 809
नएचयआ : 2 : 775
अलपअ : 2 : 863
ऑपअ : 2 : 818
णअणए : 2 : 785
वअडइ : 2 : 761
डइलआ : 2 : 761
पआयआ : 2 : 755
परअसअं : 2 : 1065
खअळअ : 2 : 797
अरउ : 2 : 658
सअंगरअ : 2 : 771
मउदअ : 2 : 675
अलई : 2 : 877
पउढअ : 2 : 1018
यआकअ : 2 : 732
अंगऊ : 2 : 812
गऊनअ : 2 : 835
धअलआ : 2 : 666
हआजअ : 2 : 827
गअरई : 2 : 1030
फएकअ : 2 : 753
चअषअ : 2 : 691
कअवआ : 2 : 661
मअंतअ : 2 : 733
भइनअ : 2 : 651
गओलअं : 2 : 786
खअलए : 2 : 622
सउपअ : 2 : 630
