Syl : Freq_in_tokens : Freq_in_corpus
अनउ : 1 : 48
नउसआ : 1 : 48
कइसई : 1 : 48
ऊरउ : 1 : 46
गअए : 1 : 44
खअनए : 1 : 44
पअतआ : 1 : 44
गअयई : 1 : 43
कअयआ : 1 : 42
सअभई : 1 : 42
बइनआ : 1 : 41
सअफअ : 1 : 41
लउगऊ : 1 : 39
उसए : 1 : 39
हओनए : 1 : 39
छअततई : 1 : 38
ततईसअ : 1 : 38
सअगअ : 1 : 38
हउई : 1 : 38
उनहओ : 1 : 37
नहओअं : 1 : 37
हउनअ : 1 : 36
मइटअ : 1 : 35
कऊलअ : 1 : 35
रएलअ : 1 : 35
लअवए : 1 : 35
ऐसआ : 1 : 35
पऊरआ : 1 : 34
जइलए : 1 : 32
बअसए : 1 : 32
शउरऊ : 1 : 32
नअई : 1 : 32
गअयए : 1 : 32
ततअरई : 1 : 31
गअणअ : 1 : 31
णअनआ : 1 : 31
कआफई : 1 : 31
सअनए : 1 : 30
सआकषअ : 1 : 30
कषअरअ : 1 : 30
कअतए : 1 : 29
दओनओ : 1 : 28
नअकई : 1 : 28
जइलआ : 1 : 27
जआनअ : 1 : 27
शवअवइ : 1 : 27
वइदयआ : 1 : 27
चआहइ : 1 : 26
हइए : 1 : 26
इसई : 1 : 26
वइभइ : 1 : 26
सअहइ : 1 : 25
दएनए : 1 : 25
दइए : 1 : 25
उनहए : 1 : 25
नहएअं : 1 : 25
चउनआ : 1 : 24
जआनआ : 1 : 24
इसए : 1 : 23
तऐयआ : 1 : 23
सअकओ : 1 : 23
सअहआ : 1 : 23
हआयअ : 1 : 23
यअसअ : 1 : 22
बआरए : 1 : 22
रओअं : 1 : 21
वअनइ : 1 : 21
अगअ : 1 : 21
गअसतअ : 1 : 21
हओनआ : 1 : 21
रअखआ : 1 : 20
भओजअ : 1 : 20
जअपउ : 1 : 20
कएवअ : 1 : 20
वअलअ : 1 : 20
लउगउ : 1 : 19
पऊरई : 1 : 19
नआनए : 1 : 19
बआटअ : 1 : 19
रअकए : 1 : 18
शआमइ : 1 : 18
बअनई : 1 : 17
बआहअ : 1 : 17
कअतई : 1 : 16
मउगअ : 1 : 16
सअंवअ : 1 : 16
दऔरआ : 1 : 16
रआनअ : 1 : 16
एणडअ : 1 : 15
जइसए : 1 : 15
सथआनई : 1 : 15
नईयअ : 1 : 15
ऋअं : 1 : 14
अंखअ : 1 : 14
खअलआ : 1 : 14
भआसए : 1 : 14
तइशअ : 1 : 14
शअतअ : 1 : 14
नअए : 1 : 14
बअकइ : 1 : 13
तऔरअ : 1 : 13
कइए : 1 : 13
हअलआ : 1 : 13
षआतअ : 1 : 12
एवअं : 1 : 12
सअमइ : 1 : 12
मइतइ : 1 : 12
हअनए : 1 : 12
लइयए : 1 : 12
अलआ : 1 : 12
लआवआ : 1 : 12
हइनदई : 1 : 11
सअंसकअ : 1 : 11
सकअरअ : 1 : 11
सअरए : 1 : 11
शचइमई : 1 : 11
अकषआ : 1 : 11
कषआअं : 1 : 11
कएनदरअ : 1 : 11
आसआ : 1 : 11
सआमई : 1 : 11
जअगअ : 1 : 11
गअहअ : 1 : 11
एमबअ : 1 : 11
मबअरअ : 1 : 11
पअहआ : 1 : 10
हआडई : 1 : 10
कयओअं : 1 : 10
तअमइ : 1 : 10
हआलआ : 1 : 10
लआअं : 1 : 10
हओकअ : 1 : 10
हअलई : 1 : 10
सअलइ : 1 : 10
यअदइ : 1 : 9
थईअं : 1 : 9
जऊदअ : 1 : 8
नअसअं : 1 : 8
वऐगउ : 1 : 8
गअभअ : 1 : 8
अपरऐ : 1 : 8
परऐलअ : 1 : 8
नईचए : 1 : 7
ईसआ : 1 : 7
हइनदऊ : 1 : 7
सइतअं : 1 : 7
तअंबअ : 1 : 7
मऐथइ : 1 : 7
थइलई : 1 : 7
मआइ : 1 : 7
कआअं : 1 : 7
अंगरए : 1 : 7
गरएजई : 1 : 7
कइयए : 1 : 7
यआअँ : 1 : 7
शउरउ : 1 : 7
रउआ : 1 : 7
लआगइ : 1 : 7
हअतआ : 1 : 6
परआकऋ : 1 : 6
थअनअ : 1 : 6
कअहअ : 1 : 6
ईलए : 1 : 6
नआयआ : 1 : 6
लअचइ : 1 : 6
मअणइ : 1 : 6
णइपउ : 1 : 6
आओ : 1 : 6
कषएतरओ : 1 : 5
तरओअं : 1 : 5
कआरइ : 1 : 5
गअरए : 1 : 5
उडइ : 1 : 5
जअनई : 1 : 5
नईतइ : 1 : 5
पआलअ : 1 : 5
एअँ : 1 : 5
पअनइ : 1 : 5
नइरवआ : 1 : 4
रवआचअ : 1 : 4
पअहउ : 1 : 4
हउअँ : 1 : 4
अँचअ : 1 : 4
जअसवअ : 1 : 4
इसतए : 1 : 4
सतएमआ : 1 : 4
जउलआ : 1 : 4
अकटऊ : 1 : 4
कटऊबअ : 1 : 4
उओ : 1 : 4
थइयओ : 1 : 3
लआवअ : 1 : 3
जइनअ : 1 : 3
नअमए : 1 : 3
सअबऐ : 1 : 3
गरएगओ : 1 : 3
गओरइ : 1 : 3
वअरषओ : 1 : 3
रषओअं : 1 : 3
वइकइ : 1 : 3
कइपइ : 1 : 3
पइडइ : 1 : 3
बउयआ : 1 : 3
इनडओ : 1 : 3
रआषटरइ : 1 : 3
षटरइयअ : 1 : 3
अकसअ : 1 : 3
कसअरअ : 1 : 3
फअइ : 1 : 3
इलमअ : 1 : 3
मअई : 1 : 3
गअरनअ : 1 : 3
पअसथइ : 1 : 2
जउगउ : 1 : 2
उनई : 1 : 2
मअलअ : 1 : 2
लअयआ : 1 : 2
यआलअ : 1 : 2
लअमअ : 1 : 2
हओअं : 1 : 2
लइपआ : 1 : 2
अकटओ : 1 : 2
कटओबअ : 1 : 2
गरईषमअ : 1 : 2
जउइ : 1 : 2
तअककअ : 1 : 2
मअनदइ : 1 : 2
नदइरअ : 1 : 2
तइथइ : 1 : 2
नअकओ : 1 : 2
बआहए : 1 : 2
हएकअ : 1 : 2
दएशओ : 1 : 1
शओअं : 1 : 1
कअथअं : 1 : 1
पआलई : 1 : 1
अनतअ : 1 : 1
नतअरगअ : 1 : 1
रगअतअ : 1 : 1
यएकवअ : 1 : 1
दउगउ : 1 : 1
गआअँ : 1 : 1
अँवअ : 1 : 1
तरअफअ : 1 : 1
खआडई : 1 : 1
डईअं : 1 : 1
रओमआ : 1 : 1
मआनई : 1 : 1
पअनयआ : 1 : 1
नयआसअ : 1 : 1
कएहई : 1 : 1
बअनधअ : 1 : 1
सवअतअ : 1 : 1
तअनतरअ : 1 : 1
नतरअतआ : 1 : 1
अवअ : 1 : 1
वअसथइ : 1 : 1
